Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Madden NFL 06,MULTI,2005,Electronic Arts,4.91,7.93,us
God of War,PS2,2005,Sony Computer Entertainment,4.45,4.45,jp
Need for Speed: Most Wanted,MULTI,2005,Electronic Arts,4.37,12.01,us
Kingdom Hearts II,MULTI,2005,Square Enix,4.33,5.65,jp
FIFA Soccer 06,MULTI,2005,Electronic Arts,4.21,4.89,us
World Soccer Winning Eleven 9,MULTI,2005,Konami Digital Entertainment,4.06,4.5,jp
Namco Museum: 50th Anniversary,MULTI,2005,Namco Bandai Games,3.98,4.37,jp
Tekken 5,PS2,2005,Namco Bandai Games,3.87,3.87,jp
Resident Evil 4,MULTI,2005,Capcom,3.62,7.57,jp
Star Wars: Battlefront II,MULTI,2005,LucasArts,3.59,5.26,us
LEGO Star Wars: The Video Game,MULTI,2005,Eidos Interactive,3.53,6.1,gb
Star Wars Episode III: Revenge of the Sith,MULTI,2005,LucasArts,3.32,4.56,us
WWE SmackDown! vs. RAW 2006,PS2,2005,THQ,2.94,2.94,us
Call Of Duty 2: Big Red One,MULTI,2005,Activision,2.67,4.12,us
Guitar Hero,PS2,2005,RedOctane,2.38,2.38,us
Devil May Cry 3: Dante's Awakening,PS2,2005,Capcom,2.09,2.09,jp
Peter Jackson's King Kong: The Official Game of the Movie,MULTI,2005,Ubisoft,2.04,3.0700000000000003,fr
Call of Duty 2,X360,2005,Activision,2.02,2.02,us
Medal of Honor: European Assault (All Region sales),PS2,2005,Electronic Arts,1.88,1.88,us
NCAA Football 06,MULTI,2005,Electronic Arts,1.84,2.81,us
50 Cent: Bulletproof,MULTI,2005,Vivendi Games,1.77,2.21,us
SOCOM 3: U.S. Navy SEALs,PS2,2005,Sony Computer Entertainment,1.69,1.69,jp
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Atari,1.66,1.66,us
NBA Live 06 (All region sales),PS2,2005,Electronic Arts,1.64,1.64,us
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Activision,1.62,1.62,us
Super Mario Strikers,GC,2005,Nintendo,1.61,1.61,jp
Buzz! The Music Quiz,PS2,2005,Sony Computer Entertainment,1.61,1.61,jp
Dollar Dash,PS2,2005,Take-Two Interactive,1.6,1.6,us
Mario Party 7,GC,2005,Nintendo,1.57,1.57,jp
MVP Baseball 2005,MULTI,2005,Electronic Arts,1.54,2.81,us
Major League Baseball 2K5,MULTI,2005,Take-Two Interactive,1.48,2.04,us
Mario Superstar Baseball,GC,2005,Nintendo,1.46,1.46,jp
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Activision,1.45,1.45,us
NBA Live 06 (Weekly american sales),PS2,2005,Electronic Arts,1.42,1.42,us
Dynasty Warriors 5,MULTI,2005,Tecmo Koei,1.39,1.44,jp
Doom 3,XB,2005,Activision,1.34,1.34,us
Madagascar,MULTI,2005,Activision,1.31,2.25,us
SingStar '80s,PS2,2005,Sony Computer Entertainment,1.3,1.3,jp
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Take-Two Interactive,1.29,1.29,us
Pokemon XD: Gale of Darkness,GC,2005,Nintendo,1.25,1.25,jp
Ratchet: Deadlocked,PS2,2005,Sony Computer Entertainment,1.24,1.24,jp
Gun,MULTI,2005,Activision,1.17,2.14,us
Shadow of the Colossus,MULTI,2005,Sony Computer Entertainment,1.14,1.18,jp
Dance Dance Revolution Extreme 2,PS2,2005,Konami Digital Entertainment,1.14,1.14,jp
Royal Palace of White Sword and The City of Gentiles,MULTI,2005,Take-Two Interactive,1.14,1.23,us
Tom Clancy's Splinter Cell: Chaos Theory,MULTI,2005,Ubisoft,1.11,2.16,fr
Star Fox: Assault,GC,2005,Nintendo,1.08,1.08,jp
SoulCalibur III,PS2,2005,Namco Bandai Games,1.07,1.07,jp
NBA Street V3,MULTI,2005,Electronic Arts,1.06,1.67,us
Forza Motorsport,XB,2005,Microsoft Game Studios,1.05,1.05,us
MX vs. ATV Unleashed,MULTI,2005,THQ,1.03,1.4300000000000002,us
Shadow The Hedgehog,MULTI,2005,Sega,0.99,1.77,jp
Destroy All Humans!,MULTI,2005,THQ,0.94,1.4,us
Burnout Revenge,MULTI,2005,Electronic Arts,0.9,1.94,us
Blitz: The League,MULTI,2005,Unknown,0.89,1.58,us
Tiger Woods PGA Tour 06,MULTI,2005,Electronic Arts,0.89,1.79,us
NBA 2K6,MULTI,2005,Take-Two Interactive,0.88,1.47,us
Fight Night Round 2,MULTI,2005,Electronic Arts,0.87,1.64,us
Rogue Galaxy,PS2,2005,Sony Computer Entertainment,0.84,0.84,jp
Sly 3: Honor Among Thieves,PS2,2005,Sony Computer Entertainment,0.83,0.83,jp
The Sims 2,MULTI,2005,Electronic Arts,0.81,1.3900000000000001,us
Yakuza,MULTI,2005,Sega,0.8,0.91,jp
Perfect Dark Zero,X360,2005,Microsoft Game Studios,0.77,0.77,us
Marvel Nemesis: Rise of the Imperfects,MULTI,2005,Electronic Arts,0.77,1.4300000000000002,us
Mercenaries: Playground of Destruction,MULTI,2005,LucasArts,0.76,1.44,us
True Crime: New York City,MULTI,2005,Activision,0.76,1.21,us
Midnight Club 3: DUB Edition,XB,2005,Take-Two Interactive,0.74,0.74,us
Ultimate Spider-Man,MULTI,2005,Activision,0.72,1.48,us
Conker: Live And Reloaded,XB,2005,Microsoft Game Studios,0.71,0.71,us
Doom 3: Resurrection of Evil,XB,2005,Activision,0.71,0.71,us
Jade Empire,XB,2005,Microsoft Game Studios,0.7,0.7,us
Halo 2 Multiplayer Map Pack,XB,2005,Microsoft Game Studios,0.69,0.69,us
Mortal Kombat: Shaolin Monks,MULTI,2005,Midway Games,0.69,1.0,us
Prince of Persia: The Two Thrones,MULTI,2005,Ubisoft,0.68,1.41,fr
Star Wars: Republic Commando,XB,2005,Activision,0.67,0.67,us
Brothers In Arms: Road to Hill 30,MULTI,2005,Ubisoft,0.66,1.12,fr
Radiata Stories,PS2,2005,Square Enix,0.65,0.65,jp
Disney's Chicken Little,MULTI,2005,Disney Interactive Studios,0.65,1.06,us
Champions: Return to Arms,PS2,2005,Sony Online Entertainment,0.65,0.65,us
Harry Potter and the Goblet of Fire,MULTI,2005,Electronic Arts,0.65,1.3,us
NBA Live 06,MULTI,2005,Electronic Arts,0.64,1.26,us
Jampack Volume 13 (RP-T),PS2,2005,Sony Computer Entertainment,0.64,0.64,jp
X-Men Legends II: Rise of Apocalypse,MULTI,2005,Activision,0.63,1.32,us
NASCAR 06: Total Team Control,MULTI,2005,Electronic Arts,0.63,0.9,us
Tony Hawk's American Wasteland,MULTI,2005,Activision,0.62,1.3599999999999999,us
Half-Life 2,XB,2005,Electronic Arts,0.61,0.61,us
PGR3 - Project Gotham Racing 3,X360,2005,Microsoft Game Studios,0.6,0.6,us
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005,Banpresto,0.59,0.59,jp
NHL 06,MULTI,2005,Electronic Arts,0.58,0.9099999999999999,us
Far Cry Instincts,XB,2005,Ubisoft,0.57,0.57,fr
Tales of the Abyss,PS2,2005,Namco Bandai Games,0.57,0.57,jp
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Tecmo Koei,0.57,0.57,jp
Battlefield 2: Modern Combat,MULTI,2005,Electronic Arts,0.56,1.4100000000000001,us
Batman Begins,MULTI,2005,Electronic Arts,0.56,0.92,us
Metal Gear Solid 3: Subsistence,PS2,2005,Konami Digital Entertainment,0.55,0.55,jp
Jak X: Combat Racing,PS2,2005,Sony Computer Entertainment,0.55,0.55,jp
Crash Tag Team Racing,MULTI,2005,Vivendi Games,0.54,0.8300000000000001,us
Fire Emblem: Path of Radiance,GC,2005,Nintendo,0.54,0.54,jp
The Incredible Hulk: Ultimate Destruction,MULTI,2005,Vivendi Games,0.54,0.92,us
NCAA March Madness 06,MULTI,2005,Electronic Arts,0.53,0.73,us
Medal of Honor: European Assault,XB,2005,Electronic Arts,0.53,0.53,us
NBA 06,PS2,2005,Sony Computer Entertainment,0.53,0.53,jp
Juiced,MULTI,2005,THQ,0.53,0.71,us
The Warriors,MULTI,2005,Take-Two Interactive,0.53,0.81,us
We Love Katamari,PS2,2005,Electronic Arts,0.52,0.52,us
The Punisher,MULTI,2005,THQ,0.52,0.81,us
SSX On Tour,MULTI,2005,Electronic Arts,0.52,0.8300000000000001,us
Capcom Classics Collection,MULTI,2005,Capcom,0.51,0.66,jp
Shrek SuperSlam,MULTI,2005,Activision,0.5,0.81,us
Fantastic 4,MULTI,2005,Activision,0.5,1.01,us
The Matrix: Path of Neo,MULTI,2005,Atari,0.49,0.8,us
Grandia III,PS2,2005,Square Enix,0.49,0.49,jp
Tales of Legendia,PS2,2005,Namco Bandai Games,0.49,0.49,jp
L.A. Rush,MULTI,2005,Midway Games,0.47,0.61,us
Dead or Alive 4,X360,2005,Tecmo Koei,0.47,0.47,jp
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Konami Digital Entertainment,0.47,0.47,jp
World Series of Poker,MULTI,2005,Activision,0.47,0.77,us
Dance Dance Revolution: Mario Mix,GC,2005,Nintendo,0.47,0.47,jp
Brothers In Arms: Earned in Blood,MULTI,2005,Ubisoft,0.46,0.77,fr
Dragon Ball Z: Sagas,MULTI,2005,Atari,0.46,0.91,us
Delta Force: Black Hawk Down,MULTI,2005,NovaLogic,0.46,0.8,us
Jikkyou Powerful Pro Yakyuu 12,MULTI,2005,Konami Digital Entertainment,0.45,0.53,jp
WWE WrestleMania 21,XB,2005,THQ,0.45,0.45,us
Jampack Volume 13 (RP-M),PS2,2005,Sony Computer Entertainment,0.44,0.44,jp
"SpongeBob SquarePants: Lights, Camera, Pants!",MULTI,2005,THQ,0.44,1.1400000000000001,us
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Namco Bandai Games,0.44,0.44,jp
Naruto: Ultimate Ninja 3,PS2,2005,Atari,0.44,0.44,us
Mobile Suit Gundam: One Year War,PS2,2005,Namco Bandai Games,0.44,0.44,jp
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",MULTI,2005,Disney Interactive Studios,0.43,0.91,us
SEGA Classics Collection,PS2,2005,Sega,0.43,0.43,jp
NHL 2K6,MULTI,2005,Take-Two Interactive,0.42,0.73,us
Condemned: Criminal Origins,X360,2005,Sega,0.42,0.42,jp
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005,Sega,0.42,0.42,jp
