Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Grand Theft Auto: San Andreas,MULTI,2004,Take-Two Interactive,20.81,22.88,us
Gran Turismo 4,PS2,2004,Sony Computer Entertainment,11.66,11.66,jp
Halo 2,XB,2004,Microsoft Game Studios,8.49,8.49,us
Need for Speed Underground 2,MULTI,2004,Electronic Arts,6.9,10.32,us
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Square Enix,5.21,5.21,jp
Madden NFL 2005,MULTI,2004,Electronic Arts,4.53,6.95,us
Metal Gear Solid 3: Snake Eater,PS2,2004,Konami Digital Entertainment,4.23,4.23,jp
World Soccer Winning Eleven 8 International,MULTI,2004,Konami Digital Entertainment,3.85,3.94,jp
FIFA Soccer 2005,MULTI,2004,Electronic Arts,3.7,4.8100000000000005,us
Star Wars: Battlefront,MULTI,2004,LucasArts,3.61,5.359999999999999,us
Spider-Man 2,MULTI,2004,Activision,3.41,5.37,us
Sonic Mega Collection Plus,MULTI,2004,Sega,2.9,3.81,jp
Call of Duty: Finest Hour,MULTI,2004,Activision,2.89,4.5,us
Burnout 3: Takedown,MULTI,2004,Electronic Arts,2.68,3.99,us
Fable,MULTI,2004,Microsoft Game Studios,2.66,3.14,us
ESPN NFL 2K5,MULTI,2004,Sega,2.62,4.25,jp
NBA Live 2005,MULTI,2004,Electronic Arts,2.59,3.94,us
Ratchet & Clank: Up Your Arsenal,PS2,2004,Sony Computer Entertainment,2.57,2.57,jp
The Incredibles,MULTI,2004,THQ,2.37,3.21,us
Tony Hawk's Underground 2,MULTI,2004,Activision,2.37,3.62,us
James Bond 007: Everything or Nothing,MULTI,2004,Electronic Arts,2.31,3.37,us
Paper Mario: The Thousand-Year Door,GC,2004,Nintendo,2.25,2.25,jp
Dance Dance Revolution Extreme,PS2,2004,Konami Digital Entertainment,2.13,2.13,jp
Dragon Ball Z: Budokai 3,PS2,2004,Atari,1.94,1.94,us
X-Men Legends,MULTI,2004,Activision,1.93,3.36,us
MX Unleashed,MULTI,2004,THQ,1.92,2.36,us
Mortal Kombat: Deception,MULTI,2004,Midway Games,1.88,2.75,us
Shrek 2,MULTI,2004,Activision,1.86,3.43,us
SingStar,MULTI,2004,Sony Computer Entertainment,1.86,3.02,jp
Jak 3,PS2,2004,Sony Computer Entertainment,1.85,1.85,jp
Sly 2: Band of Thieves,MULTI,2004,Sony Computer Entertainment,1.81,1.8800000000000001,jp
The Getaway: Black Monday,PS2,2004,Sony Computer Entertainment,1.78,1.78,jp
The SpongeBob SquarePants Movie,MULTI,2004,THQ,1.76,3.24,us
Def Jam: Fight for NY,MULTI,2004,Electronic Arts,1.76,2.52,us
The Urbz: Sims in the City,MULTI,2004,Electronic Arts,1.76,2.5,us
Ace Combat 5: The Unsung War,PS2,2004,Sony Computer Entertainment Europe,1.71,1.71,gb
NBA Ballers,MULTI,2004,Midway Games,1.66,2.17,us
Mario Party 6,GC,2004,Nintendo,1.65,1.65,jp
Prince of Persia: Warrior Within,MULTI,2004,Ubisoft,1.64,2.64,fr
NCAA Football 2005,MULTI,2004,Electronic Arts,1.62,2.52,us
NFL Street 2,MULTI,2004,Electronic Arts,1.61,2.29,us
ESPN NBA 2K5,MULTI,2004,Global Star,1.59,2.54,ca
Fight Night 2004,MULTI,2004,Electronic Arts,1.48,2.16,us
Tom Clancy's Splinter Cell: Pandora Tomorrow,MULTI,2004,Ubisoft,1.48,2.81,fr
Onimusha 3: Demon Siege,PS2,2004,Capcom,1.45,1.45,jp
Red Dead Revolver,MULTI,2004,Take-Two Interactive,1.45,2.0,us
Tiger Woods PGA Tour 2005,MULTI,2004,Electronic Arts,1.44,2.4299999999999997,us
NFL Street,MULTI,2004,Electronic Arts,1.42,2.4299999999999997,us
NASCAR 2005: Chase for the Cup,MULTI,2004,Electronic Arts,1.41,1.98,us
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Activision,1.37,1.37,us
Tom Clancy's Ghost Recon 2,MULTI,2004,Ubisoft,1.36,2.5100000000000002,fr
Samurai Warriors,MULTI,2004,Electronic Arts,1.35,1.4200000000000002,us
SingStar Party,PS2,2004,Sony Computer Entertainment,1.35,1.35,jp
Donkey Kong Jungle Beat,MULTI,2004,Nintendo,1.34,1.35,jp
MVP Baseball 2004,MULTI,2004,Electronic Arts,1.34,2.19,us
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Sony Computer Entertainment,1.33,1.33,jp
Metroid Prime 2: Echoes,GC,2004,Nintendo,1.33,1.33,jp
Corvette,MULTI,2004,TDK Mediactive,1.33,1.57,us
Transformers,PS2,2004,Atari,1.29,1.29,us
Champions of Norrath,PS2,2004,Sony Online Entertainment,1.28,1.28,us
Jet Li: Rise to Honor,PS2,2004,Sony Computer Entertainment,1.27,1.27,jp
Ninja Gaiden,XB,2004,Microsoft Game Studios,1.23,1.23,us
Driv3r,MULTI,2004,Atari,1.23,1.99,us
Mario Power Tennis,GC,2004,Nintendo,1.22,1.22,jp
ATV Offroad Fury 3,PS2,2004,SouthPeak Games,1.2,1.2,us
Pikmin 2,GC,2004,Nintendo,1.2,1.2,jp
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Ubisoft,1.16,1.16,fr
Bad Boys: Miami Takedown,MULTI,2004,Empire Interactive,1.15,1.38,gb
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Ubisoft,1.13,1.13,fr
Harry Potter and the Prisoner of Azkaban,MULTI,2004,Electronic Arts,1.02,1.59,us
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Sammy Corporation,1.0,1.0,jp
World Championship Poker,MULTI,2004,Play It,0.95,1.46,be
Killzone,PS2,2004,Sony Computer Entertainment,0.94,0.94,jp
MLB 2005,PS2,2004,Sony Computer Entertainment,0.9,0.9,jp
ESPN NHL 2K5,MULTI,2004,Global Star,0.88,1.3,ca
ESPN College Hoops 2K5,MULTI,2004,Sega,0.84,1.22,jp
The Legend of Zelda: Four Swords Adventures,GC,2004,Nintendo,0.81,0.81,jp
Hitman: Contracts,MULTI,2004,Eidos Interactive,0.8,1.1400000000000001,gb
Syphon Filter: The Omega Strain,PS2,2004,Sony Computer Entertainment,0.76,0.76,jp
Shark Tale,MULTI,2004,Activision,0.75,1.25,us
Full Spectrum Warrior,MULTI,2004,THQ,0.73,1.03,us
Katamari Damacy,PS2,2004,Namco Bandai Games,0.73,0.73,jp
Power Rangers: Dino Thunder,MULTI,2004,THQ,0.71,1.1099999999999999,us
Mafia,MULTI,2004,Illusion Softworks,0.7,0.9299999999999999,cz
Baldur's Gate: Dark Alliance II,MULTI,2004,Interplay,0.68,0.9400000000000001,us
Midway Arcade Treasures 2,MULTI,2004,Midway Games,0.68,1.1500000000000001,us
Fight Night Round 2004,XB,2004,Electronic Arts,0.67,0.67,us
Street Fighter Anniversary Collection,MULTI,2004,Capcom,0.66,0.81,jp
Suikoden IV,PS2,2004,Konami Digital Entertainment,0.66,0.66,jp
Spyro: A Hero's Tail,MULTI,2004,Vivendi Games,0.64,1.07,us
Crash: Twinsanity,MULTI,2004,Vivendi Games,0.64,0.79,us
GoldenEye: Rogue Agent,MULTI,2004,Electronic Arts,0.64,1.49,us
Lemony Snicket's A Series of Unfortunate Events,MULTI,2004,Activision,0.64,1.02,us
Tak 2: The Staff of Dreams,MULTI,2004,THQ,0.62,1.08,us
Strike Force Bowling,MULTI,2004,Play It,0.62,0.72,be
XGRA: Extreme G-Racing Association,PS2,2004,Eidos Interactive,0.62,0.62,gb
Hot Wheels: Stunt Track Challenge,MULTI,2004,THQ,0.59,0.69,us
