Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Mario Kart Wii,Wii,2008,Nintendo,35.82,35.82,jp
Super Smash Bros. Brawl,Wii,2008,Nintendo,13.04,13.04,jp
Grand Theft Auto IV,MULTI,2008,Take-Two Interactive,11.02,21.59,us
Call of Duty: World at War,MULTI,2008,Activision,7.37,14.77,us
Gears of War 2,X360,2008,Microsoft Game Studios,6.76,6.76,us
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Konami Digital Entertainment,6.03,6.03,jp
LittleBigPlanet,PS3,2008,Sony Computer Entertainment,5.92,5.92,jp
Fallout 3,MULTI,2008,Bethesda Softworks,4.96,8.969999999999999,us
Animal Crossing: City Folk,Wii,2008,Nintendo,4.68,4.68,jp
Fable II,X360,2008,Microsoft Game Studios,4.31,4.31,us
LEGO Indiana Jones: The Original Adventures,MULTI,2008,Activision,3.78,8.6,us
Guitar Hero: World Tour,MULTI,2008,Activision,3.65,10.05,us
Left 4 Dead,X360,2008,Electronic Arts,3.52,3.52,us
LEGO Batman: The Videogame,MULTI,2008,Warner Bros. Interactive Entertainment,3.38,9.14,us
Wii Music,Wii,2008,Nintendo,3.27,3.27,jp
Kung Fu Panda,MULTI,2008,Activision,3.05,5.14,us
Saints Row 2,MULTI,2008,THQ,3.03,4.72,us
Sega Superstars Tennis,MULTI,2008,Sega,2.9,4.74,jp
Star Wars: The Force Unleashed,MULTI,2008,LucasArts,2.8,8.24,us
FIFA Soccer 09,MULTI,2008,Electronic Arts,2.59,6.81,us
Deca Sports,Wii,2008,Konami Digital Entertainment,2.54,2.54,jp
Madden NFL 09,MULTI,2008,Electronic Arts,2.54,6.1,us
PES 2009: Pro Evolution Soccer,MULTI,2008,Konami Digital Entertainment,2.5,6.06,jp
Resistance 2,PS3,2008,Sony Computer Entertainment,2.48,2.48,jp
Pure,MULTI,2008,Disney Interactive Studios,2.48,3.38,us
Midnight Club: Los Angeles,MULTI,2008,Take-Two Interactive,2.45,4.800000000000001,us
Tom Clancy's Rainbow Six: Vegas 2,MULTI,2008,Ubisoft,2.42,3.77,fr
My Fitness Coach,Wii,2008,Ubisoft,2.34,2.34,fr
Rock Band 2,MULTI,2008,Electronic Arts,2.2,5.32,us
Sonic Unleashed,MULTI,2008,Sega,2.2,4.95,jp
Need For Speed: Undercover,MULTI,2008,Electronic Arts,2.08,5.84,us
Rayman Raving Rabbids: TV Party,Wii,2008,Ubisoft,2.04,2.04,fr
Dead Space,MULTI,2008,Electronic Arts,2.02,3.44,us
Mortal Kombat vs. DC Universe,MULTI,2008,Midway Games,2.0,3.9299999999999997,us
Burnout Paradise,MULTI,2008,Electronic Arts,1.97,3.33,us
Mario Super Sluggers,Wii,2008,Nintendo,1.93,1.93,jp
Monopoly,MULTI,2008,Electronic Arts,1.92,5.03,us
Game Party 2,Wii,2008,Midway Games,1.91,1.91,us
Dance Dance Revolution X,PS2,2008,Konami Digital Entertainment,1.75,1.75,jp
Call of Duty: World at War Final Fronts,PS2,2008,Activision,1.72,1.72,us
We Ski,Wii,2008,Namco Bandai Games,1.7,1.7,jp
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,LucasArts,1.68,1.68,us
Shaun White Snowboarding: Road Trip,Wii,2008,Ubisoft,1.67,1.67,fr
Big Beach Sports,Wii,2008,THQ,1.67,1.67,us
Army of Two,MULTI,2008,Electronic Arts,1.65,2.82,us
Dance Dance Revolution: Hottest Party 2,Wii,2008,Konami Digital Entertainment,1.6,1.6,jp
Far Cry 2,MULTI,2008,Ubisoft,1.6,3.0,fr
Devil May Cry 4,MULTI,2008,Capcom,1.59,3.0300000000000002,jp
SoulCalibur IV,MULTI,2008,Ubisoft,1.59,3.06,fr
Carnival Games: Mini Golf,Wii,2008,Take-Two Interactive,1.58,1.58,us
Active Life: Outdoor Challenge,Wii,2008,Atari,1.55,1.55,us
MySims Kingdom,Wii,2008,Electronic Arts,1.53,1.53,us
007: Quantum of Solace,MULTI,2008,Activision,1.49,3.75,us
The House of the Dead 2 & 3 Return,Wii,2008,Sega,1.47,1.47,jp
Battlefield: Bad Company,MULTI,2008,Electronic Arts,1.46,2.81,us
Hasbro Family Game Night,MULTI,2008,Electronic Arts,1.45,2.02,us
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Electronic Arts,1.43,1.43,us
MotorStorm: Pacific Rift,PS3,2008,Sony Computer Entertainment,1.37,1.37,jp
SingStar Abba,MULTI,2008,Sony Computer Entertainment,1.36,2.31,jp
High School Musical 3: Senior Year DANCE!,MULTI,2008,Disney Interactive Studios,1.31,1.85,us
Gold's Gym: Cardio Workout,Wii,2008,Ubisoft,1.31,1.31,fr
Guitar Hero: Aerosmith,MULTI,2008,Activision,1.29,4.3,us
Valkyria Chronicles,MULTI,2008,Sega,1.29,1.46,jp
Tomb Raider: Underworld,MULTI,2008,Eidos Interactive,1.27,3.0100000000000002,gb
NBA 2K9,MULTI,2008,Take-Two Interactive,1.27,2.29,us
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Deep Silver,1.27,1.27,de
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Sony Computer Entertainment,1.25,1.25,jp
WWE SmackDown vs. Raw 2009,MULTI,2008,THQ,1.24,3.94,us
Boom Blox,Wii,2008,Electronic Arts,1.23,1.23,us
Disney Sing It,MULTI,2008,Disney Interactive Studios,1.2,2.51,us
Wario Land: Shake It!,Wii,2008,Nintendo,1.17,1.17,jp
Mirror's Edge,MULTI,2008,Electronic Arts,1.17,2.3099999999999996,us
GRID,MULTI,2008,Codemasters,1.11,1.9900000000000002,gb
NERF N-Strike,Wii,2008,Electronic Arts,1.1,1.1,us
Prince of Persia,MULTI,2008,Ubisoft,1.08,2.09,fr
Naruto: Ultimate Ninja Storm,PS3,2008,Namco Bandai Games,1.08,1.08,jp
Bully: Scholarship Edition,MULTI,2008,Take-Two Interactive,1.07,1.59,us
Mercenaries 2: World in Flames,MULTI,2008,Electronic Arts,1.06,2.31,us
Guinness World Records: The Videogame,Wii,2008,Warner Bros. Interactive Entertainment,1.04,1.04,us
Wall-E,MULTI,2008,THQ,1.02,2.79,us
Ninja Gaiden II,X360,2008,Tecmo Koei,1.01,1.01,jp
Haze,PS3,2008,Ubisoft,1.0,1.0,fr
de Blob,Wii,2008,THQ,0.97,0.97,us
White Knight Chronicles: International Edition,PS3,2008,Sony Computer Entertainment,0.93,0.93,jp
Sonic Riders: Zero Gravity,MULTI,2008,Sega,0.93,1.11,jp
Brothers in Arms: Hell's Highway,MULTI,2008,Ubisoft,0.93,1.8,fr
Tom Clancy's EndWar,MULTI,2008,Ubisoft,0.91,1.56,fr
Buzz! Quiz TV,PS3,2008,Sony Computer Entertainment,0.9,0.9,jp
We Ski & Snowboard,Wii,2008,Atari,0.9,0.9,us
