Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Wii Fit,Wii,2007,Nintendo,22.72,22.72,jp
Halo 3,X360,2007,Microsoft Game Studios,12.14,12.14,us
Super Mario Galaxy,Wii,2007,Nintendo,11.52,11.52,jp
Call of Duty 4: Modern Warfare,MULTI,2007,Activision,9.32,16.04,us
Mario Party 8,Wii,2007,Nintendo,8.42,8.42,jp
Mario & Sonic at the Olympic Games,Wii,2007,Sega,8.06,8.06,jp
LEGO Star Wars: The Complete Saga,MULTI,2007,LucasArts,5.83,10.85,us
Assassin's Creed,MULTI,2007,Ubisoft,5.55,10.379999999999999,fr
Link's Crossbow Training,Wii,2007,Nintendo,5.0,5.0,jp
Guitar Hero III: Legends of Rock,MULTI,2007,Activision,4.98,16.39,us
Uncharted: Drake's Fortune,PS3,2007,Sony Computer Entertainment,4.94,4.94,jp
Gran Turismo 5 Prologue,PS3,2007,Sony Computer Entertainment,4.2,4.2,jp
Carnival Games,Wii,2007,Take-Two Interactive,4.1,4.1,us
God of War II,PS2,2007,Sony Computer Entertainment,4.07,4.07,jp
Forza Motorsport 2,X360,2007,Microsoft Game Studios,4.06,4.06,us
Big Brain Academy: Wii Degree,Wii,2007,Nintendo,3.82,3.82,jp
Super Paper Mario,Wii,2007,Nintendo,3.76,3.76,jp
Pro Evolution Soccer 2008,MULTI,2007,Konami Digital Entertainment,3.63,7.48,jp
FIFA Soccer 08,MULTI,2007,Electronic Arts,3.14,7.2700000000000005,us
Dragon Ball Z: Budokai Tenkaichi 3,MULTI,2007,Atari,3.0,4.04,us
Mass Effect,X360,2007,Microsoft Game Studios,2.93,2.93,us
Cooking Mama: Cook Off,Wii,2007,505 Games,2.91,2.91,it
BioShock,MULTI,2007,Take-Two Interactive,2.83,4.28,us
Sonic and the Secret Rings,Wii,2007,Sega,2.77,2.77,jp
Mario Strikers Charged,Wii,2007,Nintendo,2.62,2.62,jp
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Sony Computer Entertainment,2.59,2.59,jp
Madden NFL 08,MULTI,2007,Electronic Arts,2.57,7.17,us
Game Party,Wii,2007,Midway Games,2.52,2.52,us
Need for Speed: ProStreet,MULTI,2007,Electronic Arts,2.41,7.63,us
WWE SmackDown vs Raw 2008,MULTI,2007,THQ,2.34,6.1,us
Dance Dance Revolution: Hottest Party,Wii,2007,Konami Digital Entertainment,2.08,2.08,jp
PGR4 - Project Gotham Racing 4,X360,2007,Microsoft Game Studios,2.05,2.05,us
High School Musical: Sing It!,MULTI,2007,Disney Interactive Studios,1.87,3.64,us
Rayman Raving Rabbids 2,Wii,2007,Ubisoft,1.85,1.85,fr
The Orange Box,MULTI,2007,Electronic Arts,1.83,2.91,us
Metroid Prime 3: Corruption,Wii,2007,Nintendo,1.82,1.82,jp
Crackdown,X360,2007,Microsoft Game Studios,1.75,1.75,us
MySims,Wii,2007,Electronic Arts,1.68,1.68,us
Heavenly Sword,PS3,2007,Sony Computer Entertainment,1.66,1.66,jp
Resident Evil: The Umbrella Chronicles,Wii,2007,Capcom,1.54,1.54,jp
The Simpsons Game,MULTI,2007,Electronic Arts,1.51,4.5,us
Smarty Pants,Wii,2007,Electronic Arts,1.45,1.45,us
SingStar Pop,PS2,2007,Sony Computer Entertainment,1.44,1.44,jp
Hannah Montana: Spotlight World Tour,MULTI,2007,Disney Interactive Studios,1.39,1.67,us
Disney Princess: Enchanted Journey,MULTI,2007,Disney Interactive Studios,1.38,1.6099999999999999,us
EA Playground,Wii,2007,Electronic Arts,1.3,1.3,us
Rockstar Games presents Table Tennis,MULTI,2007,Take-Two Interactive,1.27,2.0300000000000002,us
Winter Sports: The Ultimate Challenge,Wii,2007,RTL,1.26,1.26,lu
Ben 10: Protector of Earth,MULTI,2007,D3Publisher,1.23,2.07,jp
Medal of Honor: Airborne,MULTI,2007,Electronic Arts,1.23,2.33,us
The Sims 2: Castaway,MULTI,2007,Electronic Arts,1.23,1.6,us
Ninja Gaiden Sigma,PS3,2007,Eidos Interactive,1.15,1.15,gb
Hot Shots Golf: Out of Bounds,PS3,2007,Sony Computer Entertainment,1.14,1.14,jp
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",MULTI,2007,Activision,1.11,2.71,us
