Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Gran Turismo 3: A-Spec,PS2,2001,Sony Computer Entertainment,14.98,14.98,jp
Grand Theft Auto III,PS2,2001,Take-Two Interactive,13.1,13.1,us
Final Fantasy X,PS2,2001,Sony Computer Entertainment,8.05,8.05,jp
Super Smash Bros. Melee,GC,2001,Nintendo,7.07,7.07,jp
Halo: Combat Evolved,XB,2001,Microsoft Game Studios,6.43,6.43,us
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Konami Digital Entertainment,6.05,6.05,jp
Crash Bandicoot: The Wrath of Cortex,MULTI,2001,Universal Interactive,5.42,7.24,us
Tony Hawk's Pro Skater 3,MULTI,2001,Activision,4.41,7.53,us
Harry Potter and the Sorcerer's Stone,MULTI,2001,Electronic Arts,3.73,4.16,us
Jak and Daxter: The Precursor Legacy,PS2,2001,Sony Computer Entertainment,3.64,3.64,jp
The Simpsons: Road Rage,MULTI,2001,Electronic Arts,3.61,4.9,us
Luigi's Mansion,GC,2001,Nintendo,3.6,3.6,jp
James Bond 007: Agent Under Fire,MULTI,2001,Electronic Arts,3.53,5.1499999999999995,us
Max Payne,MULTI,2001,Take-Two Interactive,3.31,4.53,us
Ace Combat 04: Shattered Skies,PS2,2001,Sony Computer Entertainment Europe,3.17,3.17,gb
Animal Crossing,GC,2001,Nintendo,3.15,3.15,jp
Madden NFL 2002,MULTI,2001,Electronic Arts,3.08,6.09,us
Devil May Cry,PS2,2001,Capcom,2.99,2.99,jp
Hot Shots Golf 3,PS2,2001,Sony Computer Entertainment,2.89,2.89,jp
WWF SmackDown! Just Bring It,PS2,2001,THQ,2.79,2.79,us
NBA Street,MULTI,2001,Electronic Arts,2.79,3.21,us
Onimusha: Warlords,PS2,2001,Virgin Interactive,2.7,2.7,gb
Sonic Adventure 2 Battle,GC,2001,Sega,2.56,2.56,jp
Crazy Taxi,MULTI,2001,Acclaim Entertainment,2.52,4.82,us
ATV Offroad Fury,PS2,2001,Sony Computer Entertainment,2.41,2.41,jp
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Konami Digital Entertainment,2.38,2.38,jp
Resident Evil - Code: Veronica X,MULTI,2001,Capcom,2.34,2.4,jp
Project Gotham Racing,XB,2001,Microsoft Game Studios,2.12,2.12,us
