Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Call of Duty: Advanced Warfare,MULTI,2014,Activision,7.6,21.49,us
Mario Kart 8,WiiU,2014,Nintendo,6.96,6.96,jp
FIFA 15,MULTI,2014,Electronic Arts,6.59,17.43,us
Destiny,MULTI,2014,Activision,5.65,12.61,us
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Nintendo,5.02,5.02,jp
Watch Dogs,MULTI,2014,Ubisoft,4.14,9.04,fr
Far Cry 4,MULTI,2014,Ubisoft,4.03,8.06,fr
Assassin's Creed: Unity,MULTI,2014,Ubisoft,3.92,7.38,fr
Halo: The Master Chief Collection,XOne,2014,Microsoft Game Studios,3.15,3.15,us
Middle-Earth: Shadow of Mordor,MULTI,2014,Warner Bros. Interactive Entertainment,2.99,5.49,us
Titanfall,MULTI,2014,Electronic Arts,2.9,4.279999999999999,us
inFAMOUS: Second Son,PS4,2014,Sony Computer Entertainment,2.78,2.78,jp
NBA 2K15,MULTI,2014,Take-Two Interactive,2.38,7.06,us
Just Dance 2015,MULTI,2014,Ubisoft,2.28,4.85,fr
Madden NFL 15,MULTI,2014,Electronic Arts,2.03,6.97,us
DriveClub,PS4,2014,Sony Computer Entertainment,2.0,2.0,jp
Dragon Age: Inquisition,MULTI,2014,Electronic Arts,1.97,4.08,us
LittleBigPlanet 3,MULTI,2014,Sony Computer Entertainment,1.86,2.6100000000000003,jp
The Evil Within,MULTI,2014,Bethesda Softworks,1.81,3.88,us
The Crew,MULTI,2014,Ubisoft,1.7,2.59,fr
Wolfenstein: The New Order,MULTI,2014,Bethesda Softworks,1.58,3.17,us
Donkey Kong Country: Tropical Freeze,WiiU,2014,Nintendo,1.52,1.52,jp
Assassin's Creed: Rogue,MULTI,2014,Ubisoft,1.37,2.42,fr
Forza Horizon 2,MULTI,2014,Microsoft Game Studios,1.37,2.22,us
Dark Souls II,MULTI,2014,Namco Bandai Games,1.32,2.89,jp
The LEGO Movie Videogame,MULTI,2014,Warner Bros. Interactive Entertainment,1.32,4.17,us
Metal Gear Solid V: Ground Zeroes,MULTI,2014,Konami Digital Entertainment,1.28,2.33,jp
Hyrule Warriors,WiiU,2014,Nintendo,1.26,1.26,jp
Captain Toad: Treasure Tracker,WiiU,2014,Nintendo,1.19,1.19,jp
Plants vs. Zombies: Garden Warfare,MULTI,2014,Electronic Arts,1.16,3.21,us
WWE 2K15,MULTI,2014,Take-Two Interactive,1.13,3.23,us
Alien: Isolation,MULTI,2014,Sega,1.13,2.3,jp
Disney Infinity 2.0: Marvel Super Heroes,MULTI,2014,Disney Interactive Studios,1.12,3.81,us
Sunset Overdrive,XOne,2014,Microsoft Game Studios,1.11,1.11,us
Skylanders: Trap Team,MULTI,2014,Activision,1.05,4.14,us
EA Sports UFC,MULTI,2014,Electronic Arts,1.04,1.5,us
Bayonetta 2,WiiU,2014,Nintendo,1.01,1.01,jp
Rayman Legends,MULTI,2014,Ubisoft,1.01,3.1500000000000004,fr
South Park: The Stick of Truth,MULTI,2014,Ubisoft,0.98,1.93,fr
