Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Wii Sports Resort,Wii,2009,Nintendo,33.0,33.0,jp
New Super Mario Bros. Wii,Wii,2009,Nintendo,28.62,28.62,jp
Wii Fit Plus,Wii,2009,Nintendo,22.0,22.0,jp
Call of Duty: Modern Warfare 2,MULTI,2009,Activision,13.51,24.2,us
Just Dance,Wii,2009,Ubisoft,7.27,7.27,fr
Uncharted 2: Among Thieves,PS3,2009,Sony Computer Entertainment,6.73,6.73,jp
Halo 3: ODST,X360,2009,Microsoft Game Studios,6.36,6.36,us
Assassin's Creed II,MULTI,2009,Ubisoft,5.57,10.84,fr
Forza Motorsport 3,X360,2009,Microsoft Game Studios,5.51,5.51,us
Final Fantasy XIII,MULTI,2009,Square Enix,5.36,7.53,jp
Resident Evil 5,MULTI,2009,Capcom,5.11,8.620000000000001,jp
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sega,4.58,4.58,jp
Batman: Arkham Asylum,MULTI,2009,Eidos Interactive,4.25,7.75,gb
Street Fighter IV,MULTI,2009,Capcom,4.19,7.140000000000001,jp
Left 4 Dead 2,X360,2009,Electronic Arts,3.99,3.99,us
EA Sports Active,Wii,2009,Electronic Arts,3.92,3.92,us
FIFA Soccer 10,MULTI,2009,Electronic Arts,3.63,8.94,us
Borderlands,MULTI,2009,Take-Two Interactive,3.44,5.55,us
Killzone 2,PS3,2009,Sony Computer Entertainment,3.02,3.02,jp
inFAMOUS,PS3,2009,Sony Computer Entertainment,2.94,2.94,jp
Madden NFL 10,MULTI,2009,Electronic Arts,2.83,6.91,us
Tekken 6,MULTI,2009,Namco Bandai Games,2.78,4.09,jp
Need for Speed: Shift,MULTI,2009,Electronic Arts,2.68,4.6,us
Halo Wars,X360,2009,Microsoft Game Studios,2.63,2.63,us
God of War Collection,PS3,2009,Sony Computer Entertainment,2.63,2.63,jp
Ghostbusters: The Video Game (DS Version),MULTI,2009,Take-Two Interactive,2.58,4.66,us
Dragon Age: Origins,MULTI,2009,Electronic Arts,2.57,4.26,us
Pro Evolution Soccer 2010,MULTI,2009,Konami Digital Entertainment,2.28,5.17,jp
Sonic's Ultimate Genesis Collection,MULTI,2009,Sega,2.27,3.7,jp
Monster Hunter Tri,MULTI,2009,Nintendo,2.25,2.9699999999999998,jp
Dance Dance Revolution X2,PS2,2009,Konami Digital Entertainment,2.23,2.23,jp
Your Shape featuring Jenny McCarthy,Wii,2009,Ubisoft,2.16,2.16,fr
Wipeout: The Game,Wii,2009,Mindscape,2.09,2.09,us
