Name,Platform,Year,Publisher,Global_Sales,Total_Sales,Country
Kinect Adventures!,X360,2010,Microsoft Game Studios,21.82,21.82,us
Call of Duty: Black Ops,MULTI,2010,Activision,14.64,28.77,us
Gran Turismo 5,PS3,2010,Sony Computer Entertainment,10.77,10.77,jp
Halo: Reach,X360,2010,Microsoft Game Studios,9.88,9.88,us
Just Dance 2,Wii,2010,Ubisoft,9.52,9.52,fr
Wii Party,Wii,2010,Nintendo,8.49,8.49,jp
Super Mario Galaxy 2,Wii,2010,Nintendo,7.69,7.69,jp
Zumba Fitness,MULTI,2010,505 Games,6.81,9.79,it
Red Dead Redemption,MULTI,2010,Take-Two Interactive,6.6,12.94,us
Donkey Kong Country Returns,Wii,2010,Nintendo,6.59,6.59,jp
Kinect Sports,X360,2010,Microsoft Game Studios,6.24,6.24,us
Fable III,X360,2010,Microsoft Game Studios,5.13,5.13,us
FIFA Soccer 11,MULTI,2010,Electronic Arts,5.08,10.45,us
God of War III,MULTI,2010,Sony Computer Entertainment,4.84,5.47,jp
Michael Jackson: The Experience,MULTI,2010,Ubisoft,4.42,5.84,fr
Fallout: New Vegas,MULTI,2010,Bethesda Softworks,4.08,7.25,us
Sports Champions,PS3,2010,Sony Computer Entertainment,3.87,3.87,jp
Assassin's Creed: Brotherhood,MULTI,2010,Ubisoft,3.5,6.34,fr
Battlefield: Bad Company 2,MULTI,2010,Electronic Arts,3.48,6.45,us
Dance Central,X360,2010,MTV Games,3.19,3.19,us
Heavy Rain,PS3,2010,Sony Computer Entertainment,3.12,3.12,jp
Mass Effect 2,MULTI,2010,Electronic Arts,3.11,4.59,us
Epic Mickey,Wii,2010,Disney Interactive Studios,3.04,3.04,us
Medal of Honor,MULTI,2010,Electronic Arts,2.83,8.120000000000001,us
Need for Speed: Hot Pursuit,MULTI,2010,Electronic Arts,2.81,5.51,us
Madden NFL 11,MULTI,2010,Electronic Arts,2.69,6.31,us
Skate 3,MULTI,2010,Electronic Arts,2.68,4.76,us
Super Mario All-Stars: Limited Edition,Wii,2010,Nintendo,2.6,2.6,jp
LEGO Harry Potter: Years 1-4,MULTI,2010,Warner Bros. Interactive Entertainment,2.49,5.45,us
uDraw Studio,Wii,2010,THQ,2.46,2.46,us
pro evolution soccer 2011,MULTI,2010,Konami Digital Entertainment,2.42,3.67,jp
The Sims 3,MULTI,2010,Electronic Arts,2.33,5.88,us
Just Dance Kids,Wii,2010,Ubisoft,2.32,2.32,fr
BioShock 2,MULTI,2010,Take-Two Interactive,2.21,3.76,us
Kirby's Epic Yarn,Wii,2010,Nintendo,2.12,2.12,jp
Mario Sports Mix,Wii,2010,Nintendo,2.11,2.11,jp
NBA 2K11,MULTI,2010,Take-Two Interactive,2.09,4.81,us
Tom Clancy's Splinter Cell: Conviction,X360,2010,Ubisoft,2.06,2.06,fr
GoldenEye 007 (2010),Wii,2010,Activision,1.86,1.86,us
Just Cause 2,MULTI,2010,Square Enix,1.78,3.4000000000000004,jp
Sonic Colors,Wii,2010,Sega,1.74,1.74,jp
Kinectimals,X360,2010,Microsoft Game Studios,1.64,1.64,us
Mafia II,MULTI,2010,Take-Two Interactive,1.55,3.0700000000000003,us
Star Wars: The Force Unleashed II,MULTI,2010,LucasArts,1.55,3.8200000000000003,us
Sonic & Sega All-Stars Racing,MULTI,2010,Sega,1.51,2.49,jp
Dead Rising 2,MULTI,2010,Capcom,1.5,2.88,jp
Kinect Joy Ride,X360,2010,Microsoft Game Studios,1.44,1.44,us
UFC Undisputed 2010,MULTI,2010,THQ,1.42,2.75,us
Toy Story 3: The Video Game,MULTI,2010,Disney Interactive Studios,1.41,3.3,us
Metroid: Other M,Wii,2010,Nintendo,1.41,1.41,jp
F1 2010,MULTI,2010,Codemasters,1.35,2.24,gb
Alan Wake,X360,2010,Microsoft Game Studios,1.35,1.35,us
Your Shape: Fitness Evolved,X360,2010,Ubisoft,1.33,1.33,fr
MAG: Massive Action Game,PS3,2010,Sony Computer Entertainment,1.32,1.32,jp
EA Sports Active 2,MULTI,2010,Electronic Arts,1.3,2.6100000000000003,us
2010 FIFA World Cup South Africa,MULTI,2010,Electronic Arts,1.23,2.52,us
Naruto Shippuden: Ultimate Ninja Storm 2,MULTI,2010,Namco Bandai Games,1.22,2.01,jp
Sniper: Ghost Warrior,MULTI,2010,City Interactive,1.16,1.96,pl
Red Dead Redemption: Undead Nightmare,MULTI,2010,Take-Two Interactive,1.15,2.2199999999999998,us
ModNation Racers,PS3,2010,Sony Computer Entertainment,1.13,1.13,jp
Crackdown 2,X360,2010,Microsoft Game Studios,1.12,1.12,us
Castlevania: Lords of Shadow,MULTI,2010,Konami Digital Entertainment,1.12,1.79,jp
WWE SmackDown vs. Raw 2011,MULTI,2010,THQ,1.1,2.83,us
Dante's Inferno,MULTI,2010,Electronic Arts,1.09,2.0100000000000002,us
Sonic Free Riders,X360,2010,Sega,1.09,1.09,jp
Aliens vs Predator,MULTI,2010,Sega,1.06,2.1100000000000003,jp
Darksiders,MULTI,2010,THQ,1.06,1.08,us
Dance on Broadway,MULTI,2010,Ubisoft,1.05,1.1400000000000001,fr
Tales of Graces f,PS3,2010,Namco Bandai Games,1.02,1.02,jp
Guitar Hero: Warriors of Rock,MULTI,2010,Activision,1.01,2.7,us
Xenoblade Chronicles,Wii,2010,Nintendo,0.98,0.98,jp
Club Penguin: Game Day!,Wii,2010,Disney Interactive Studios,0.97,0.97,us
Lost Planet 2,MULTI,2010,Capcom,0.96,1.72,jp
Army of Two: The 40th Day,MULTI,2010,Electronic Arts,0.95,1.7999999999999998,us
Nickelodeon Fit,Wii,2010,Take-Two Interactive,0.93,0.93,us
NCAA Football 11,MULTI,2010,Electronic Arts,0.92,2.14,us
The Biggest Loser: Ultimate Workout,X360,2010,THQ,0.9,0.9,us
Rock Band 3,MULTI,2010,MTV Games,0.88,2.13,us
Gold's Gym: Dance Workout,Wii,2010,Ubisoft,0.87,0.87,fr
Pictionary,Wii,2010,THQ,0.87,0.87,us
Karaoke Revolution Glee,Wii,2010,Konami Digital Entertainment,0.85,0.85,jp
Tiger Woods PGA Tour 11,MULTI,2010,Electronic Arts,0.84,1.9300000000000002,us
Dragon Ball: Raging Blast 2,MULTI,2010,Namco Bandai Games,0.83,1.47,jp
DJ Hero 2,MULTI,2010,Activision,0.82,2.2,us
Hasbro Family Game Night 3,MULTI,2010,Electronic Arts,0.82,1.28,us
EA Sports Active NFL Training Camp,Wii,2010,Electronic Arts,0.81,0.81,us
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Sega,0.8,0.8,jp
Raving Rabbids: Travel in Time,Wii,2010,Ubisoft,0.76,0.76,fr
Monopoly Streets,MULTI,2010,Electronic Arts,0.76,1.45,us
Split/Second,MULTI,2010,Disney Interactive Studios,0.75,1.3599999999999999,us
Resonance of Fate,MULTI,2010,Sega,0.74,1.07,jp
Blur,MULTI,2010,Activision,0.74,1.3399999999999999,us
Star Ocean: The Last Hope International,PS3,2010,Square Enix,0.73,0.73,jp
NHL 11,MULTI,2010,Electronic Arts,0.73,1.33,us
James Bond 007: Blood Stone,MULTI,2010,Activision,0.72,1.2,us
MLB 10: The Show,MULTI,2010,Sony Computer Entertainment,0.71,1.1199999999999999,jp
Prince of Persia: The Forgotten Sands,MULTI,2010,Ubisoft,0.7,1.5699999999999998,fr
MotionSports,X360,2010,Ubisoft,0.7,0.7,fr
Disney Tangled,Wii,2010,Disney Interactive Studios,0.69,0.69,us
The Sly Collection,PS3,2010,Sony Computer Entertainment,0.69,0.69,jp
The Biggest Loser: Challenge,Wii,2010,THQ,0.67,0.67,us
Fist of the North Star: Ken's Rage,MULTI,2010,Ubisoft Annecy,0.66,0.8200000000000001,fr
Disney Sing It: Party Hits,MULTI,2010,Disney Interactive Studios,0.65,0.77,us
Sengoku Basara: Samurai Heroes,MULTI,2010,Capcom,0.65,0.95,jp
NieR,MULTI,2010,Square Enix,0.64,0.9299999999999999,jp
White Knight Chronicles II,PS3,2010,Sony Computer Entertainment,0.64,0.64,jp
Start the Party!,PS3,2010,Sony Computer Entertainment,0.64,0.64,jp
Red Steel 2,Wii,2010,Ubisoft,0.63,0.63,fr
Vanquish,MULTI,2010,Sega,0.62,1.04,jp
Disney Sing It: Family Hits,MULTI,2010,Disney Interactive Studios,0.61,0.78,us
New Carnival Games,Wii,2010,Take-Two Interactive,0.61,0.61,us
Cabela's Monster Buck Hunter,Wii,2010,Activision,0.61,0.61,us
Pac-Man Party,Wii,2010,Namco Bandai Games,0.61,0.61,jp
Fighters Uncaged,X360,2010,Ubisoft,0.61,0.61,fr
The Fight: Lights Out,PS3,2010,Sony Computer Entertainment,0.6,0.6,jp
Kane & Lynch 2: Dog Days,MULTI,2010,Square Enix,0.59,1.08,jp
Silent Hill: Shattered Memories,MULTI,2010,Konami Digital Entertainment,0.59,1.0699999999999998,jp
Game Party in Motion,X360,2010,Warner Bros. Interactive Entertainment,0.59,0.59,us
Cabela's Dangerous Hunts 2011,MULTI,2010,Activision,0.58,1.23,us
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",MULTI,2010,Activision,0.58,1.0899999999999999,us
Tetris Party Deluxe,Wii,2010,Nintendo,0.58,0.58,jp
Enslaved: Odyssey to the West,MULTI,2010,Namco Bandai Games,0.57,1.12,jp
Grease,Wii,2010,505 Games,0.57,0.57,it
Tony Hawk: Shred,MULTI,2010,Activision,0.56,1.1,us
Monster Jam: Path of Destruction,MULTI,2010,Activision,0.56,0.92,us
Harry Potter and the Deathly Hallows - Part 1,MULTI,2010,Electronic Arts,0.55,1.4300000000000002,us
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Capcom,0.55,0.55,jp
Time Crisis: Razing Storm,PS3,2010,Namco Bandai Games,0.55,0.55,jp
Dynasty Warriors: Gundam 3,MULTI,2010,Tecmo Koei,0.55,0.73,jp
Metro 2033,X360,2010,THQ,0.55,0.55,us
SingStar Dance,PS3,2010,Sony Computer Entertainment,0.53,0.53,jp
Alice in Wonderland,Wii,2010,Disney Interactive Studios,0.53,0.53,us
Cars Toon: Mater's Tall Tales,Wii,2010,Disney Interactive Studios,0.52,0.52,us
Prince of Persia Trilogy,PS3,2010,Ubisoft,0.51,0.51,fr
